samples	000009430	000007580	000009233	000009043	000002150	000007329	000007392	000007502	000007457	000004866	000000498	000007921	000008311	000001390	000008079	000002813	000008083	000007690	000008933	000007748	000007224	000000327	000000324	000009266	000008984	000006908	000005189	000000052	000008934	000007829	000007279	000004864	000008131	000000328	000002351	000008641	000005355	000005578	000008595	000000321	000005192	000003964	000004768	000002591	000003742	000006497	000008549	000003743	000000006	000006491	000003752	000005195	000008725	000001010	000006286	000008260	000007096	000008314	000000121	000007504	000005920	000003553	000000074	000000015	000000108	000000032	000006907	000000013	000007691	000007880	000005030	000000051	000009019	000007501	000007460	000005579	000002822	000005577	000000150	000009124	000004467	000005354	000000637	000000070	000001783	000007987	000000329	000008776	000006689	000008688	000001788	000000155	000000053	000004665	000001789	000004661	000002152	000004767	000006107	000000127	000008507	000005193	000007393	000000337	000006494	000006490	000008391	000002812	000008936	000009089	000000031	000007158	000007278	000003047	000000500	000004306	000000033	000008505	000000177	000008449	000002829	000005351	000006108	000002818	000009154	000008039	000003550	000008228	000007828	000001588	000002153	000006281	000003749	000005359	000003411	000001784	000001786	000000067	000007550	000001587	000002819	000004288	000001008	000006504	000008882	000007988	000004298	000009268	000008226	000002149	000005031	000007753	000000336	000000106	000003412	000004870	000002817	000007458	000008200	000008390	000009346	000000076	000007332	000002821	000001795	000002844	000008133	000005580	000009044	000009155	000002605	000005202	000002009	000002840	000008642	000007693	000009158	000003963	000005360	000002601	000006690	000003245	000002597	000001209	000007585	000007199	000005358	000007198	000000153	000009312	000003037	000007587	000001594	000000019	000002816	000005029	000008259	000005914	000005932	000007803	000006112	000009313	000006502	000008038	000008818	000009347	000009343	000003046	000003248	000008597	000006492	000004472	000000098	000004463	000007549	000000642	000002590	000009018	000000326	000002612	000008817	000007920	000008312	000007802	000009047	000008313	000003258	000005944	000007883	000005940	000008355	000009393	000004287	000004303	000002824	000002825	000007330	000000339	000007099	000007650	000005752	000007226	000002814	000004461	000009234	000006488	000005372	000005935	000008689	000008724	000004459	000009397	000003040	000004296	000007503	000005744	000002003	000008201	000008884	000009045	000000331	000009232	000008080	000008982	000007281	000007161	000009398	000000815	000008354	000001611	000008777	000009123	000005947	000008843	000004863	000008844	000008550	000007653	000009441	000009091	000003071	000005959	000009093	000001613	000008450	000007834
HIRSN2SP12a	51	15	3	3211	1	0	0	6474	1	0	0	0	0	1768	0	0	0	0	0	1	9	0	0	12	0	0	0	885	0	0	0	0	0	10246	0	0	0	0	1	0	3	2	185	1	0	2	9244	0	0	0	0	0	0	0	1	0	0	0	2	7	7213	0	0	0	0	0	0	0	0	0	6044	0	0	2545	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	1	0	0	0	3	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	4464	0	4035	0	0	0	2057	0	0	0	14	0	0	0	0	0	0	0	0	0	3045	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1982	0	0	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	2120	1	598	0	0	0	0	2420	0	0	0	0	0	0	0	0	0	0	0	0	2024	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1849	0	0	0	0	0	0	1	0	0	0	0	762	0	26	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	37	0	33	0	1381	0	0	0	0	0	0	0	1214	0
HIRSN2SP12b	3474	8	2	2389	0	0	0	2	26	19951	2	0	1	8	0	11	1	3	1	3	241	13462	0	5	1	0	0	1390	0	0	1	19	0	0	0	0	0	0	12	1	1	0	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	19	0	0	0	0	0	0	1	6552	0	6394	6208	0	0	0	0	0	0	0	0	0	0	0	0	67	0	9	6	0	1	0	1	16	0	0	0	1	0	2	0	0	0	0	26	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	2	0	0	344	0	0	0	0	11	0	0	1	0	0	1	0	16	0	0	0	3	0	0	0	0	1	0	10	3336	0	2	0	45	259	21	0	0	0	9	0	0	0	5	53	0	0	0	0	0	0	0	0	2939	0	0	0	0	0	154	0	0	1	0	0	4	0	4	0	2120	0	0	0	0	0	0	0	0	1	0	10	16	2100	0	0	0	32	0	0	0	0	0	2373	0	0	0	1	0	0	2	0	0	0	0	0	0	1	177	4	0	0	0	0	0	0	0	0	1723	0	0	0	0	0	0	0	0	48	70	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0	5	0	0	0	9	0	1029	0	0	0	10	0	0	0	0	0	0	0
HIRSN2SP14a	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9198	0	0	1	0	0	18	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIRSN2SP14b	150	22	2	5	0	25044	0	1	3	1	19943	1	1	286	0	0	1	1	0	0	1136	0	0	0	14308	12939	0	0	0	0	12235	1	0	0	0	1	0	1	2	0	0	1	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3672	0	0	0	0	4704	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1629	0	0	0	0	1	0	0	66	0	0	0	0	0	3	0	15	0	0	0	1268	0	0	0	0	0	0	1650	1576	0	3	0	0	0	0	0	0	0	0	0	0	0	19	0	0	1	0	0	0	0
HIRSN2SP15a	14	2	4	192	1	0	0	4081	7	0	0	0	10049	0	0	0	1	16063	0	0	1	2	0	5	0	1	662	0	0	0	0	0	0	0	0	0	0	1	0	0	4	3	2207	0	0	4479	0	0	0	0	0	0	0	0	0	0	0	44	0	208	0	0	0	0	0	0	0	0	0	0	5	0	0	571	0	0	0	0	0	0	6052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	1	0	0	0	0	0	1	0	3464	0	4852	17	0	0	0	0	0	0	626	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	77	0	0	0	45	0	0	0	3	0	0	0	0	0	0	0	2802	0	0	1	0	0	0	0	0	14	0	0	1	0	0	0	0	40	0	0	0	0	0	0	0	1	0	0	1474	0	1	0	0	0	734	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	2016	0	0	0	0	0	0	0	1843	0	1638	0	0	1149	0	0	31	0	0	0	0	0	0	0	0	0	0	0	1556	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HIRSN2SP15b	12	28	0	5631	2	0	33	6	1	3	0	0	1444	1026	0	0	0	0	0	4	1	1	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	1	128	0	0	0	0	0	2	0	0	0	7949	0	0	0	0	5	0	5	0	0	4966	0	0	0	0	0	0	0	0	5259	0	113	0	0	0	0	0	0	0	4378	0	0	0	0	0	0	54	0	3	0	0	5385	0	0	0	0	0	0	0	0	4333	0	0	0	0	0	0	10	0	0	0	0	0	0	1845	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3562	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3283	23	0	1	0	0	0	0	0	0	1	0	0	0	0	0	557	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	2111	1	0	0	0	111	0	1344	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1676	1	0	0	0	1746	13	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIRSN2SP16a	45	20	1	3643	0	0	0	0	0	0	0	0	1	3634	0	0	0	0	0	0	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5745	0	3982	0	0	31	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3758	0	0	0	0	0	0	0	3675	0	0	0	0	0	0	0	0	0	3640	0	0	0	0	0	0	0	0	0	0	0	2205	0	0	0	3258	6	0	0	2941	0	0	1973	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	938	0	0	0	0	0	0	0	907	0	0	0	0	0	1832	0	0	0	0	1774	0	836	0	0	0	0	0	0	542	0	0	0	0	1738	0	0	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1315	0	1152	1281	0	0	0
HIRSN2SP16b	7	0	2124	1	0	0	1	81	0	0	0	0	0	27	0	0	0	0	0	0	143	0	0	1	0	0	0	121	0	0	0	0	0	0	0	17	0	0	1	0	1	0	1213	0	0	318	0	0	0	7917	0	0	0	0	0	0	0	0	0	5	0	0	0	5911	1	0	6778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5867	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3548	0	0	0	0	0	0	0	0	4147	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	1	0	0	0	1	0	0	0	0	0	0	3098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0	48	94	0	0	0	0	2407	0	0	0	0	0	0	0	0	0	0	947	0	1433	0	0	0	2299	1	0	0	0	0	7	0	0	0	0	826	0	0	0	1532	0	0	2	0	0	0	0	0	0	0	0	0	1631	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
HIRSN2SP18a	37	1	1	463	0	1	4	2325	0	0	0	1	0	390	0	367	2	1	15276	14699	1	0	0	34	0	0	0	1	1	0	0	0	0	0	870	0	0	1	0	0	0	0	11	0	2602	14	0	0	0	0	0	0	0	0	0	1125	5127	0	0	638	0	7052	1	0	0	0	0	0	0	0	2	0	0	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3059	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	2311	0	0	0	0	0	0	42	0	0	1	1	0	15	0	171	0	0	0	0	0	0	0	0	0	0	142	0	1	2	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	46	0	0	0	0	0	0	0	0	0	0	57	0	915	0	0	0	0	0	1471	0	0	0	0	0	0	0	0	0	0	0	354	0	0	0	0	1259	0	0	0	0	0	0	0	0
